Domaine,Zone,Élément,Produit,Année,Valeur
"Données de la sécurité alimentaire","Bulgarie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","15997.4"
"Données de la sécurité alimentaire","Burkina Faso","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","1562.3"
"Données de la sécurité alimentaire","Burundi","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","790.7"
"Données de la sécurité alimentaire","Cabo Verde","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","5963.9"
"Données de la sécurité alimentaire","Cambodge","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","2964.2"
"Données de la sécurité alimentaire","Cameroun","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","3100.2"
"Données de la sécurité alimentaire","Canada","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","42339.4"
"Données de la sécurité alimentaire","Chili","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","21998.3"
"Données de la sécurité alimentaire","Chine","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","12206.8"
"Données de la sécurité alimentaire","Chine - RAS de Hong-Kong","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","51732.4"
"Données de la sécurité alimentaire","Chine - RAS de Macao","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","135318.8"
"Données de la sécurité alimentaire","Chine, continentale","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","11951.2"
"Données de la sécurité alimentaire","Chypre","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","29879.8"
"Données de la sécurité alimentaire","Colombie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","12296.3"
"Données de la sécurité alimentaire","Comores","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","1437"
"Données de la sécurité alimentaire","Congo","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","5317.1"
"Données de la sécurité alimentaire","Costa Rica","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","14035.3"
"Données de la sécurité alimentaire","Côte d'Ivoire","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","2879.9"
"Données de la sécurité alimentaire","Croatie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","20271.3"
"Données de la sécurité alimentaire","Danemark","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","44564.5"
"Données de la sécurité alimentaire","Dominique","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","9871.7"
"Données de la sécurité alimentaire","Égypte","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","9814.2"
"Données de la sécurité alimentaire","El Salvador","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","6789.9"
"Données de la sécurité alimentaire","Émirats arabes unis","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","61688.4"
"Données de la sécurité alimentaire","Équateur","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","10665.5"
"Données de la sécurité alimentaire","Espagne","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","30678.9"
"Données de la sécurité alimentaire","Estonie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","26282.9"
"Données de la sécurité alimentaire","Eswatini","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","7865.4"
"Données de la sécurité alimentaire","États-Unis d'Amérique","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","51003.7"
"Données de la sécurité alimentaire","Éthiopie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","1325.8"
"Données de la sécurité alimentaire","Fédération de Russie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","25551.1"
"Données de la sécurité alimentaire","Fidji","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","7839.9"
"Données de la sécurité alimentaire","Finlande","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","39428.3"
"Données de la sécurité alimentaire","France","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","37350.3"
"Données de la sécurité alimentaire","Gabon","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","16503.1"
"Données de la sécurité alimentaire","Gambie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","1584.8"
"Données de la sécurité alimentaire","Géorgie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","8254"
"Données de la sécurité alimentaire","Ghana","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","3807.3"
"Données de la sécurité alimentaire","Grèce","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","23746.1"
"Données de la sécurité alimentaire","Grenade","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","11262.7"
"Données de la sécurité alimentaire","Guatemala","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","7005"
"Données de la sécurité alimentaire","Guinée","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","1711.7"
"Données de la sécurité alimentaire","Guinée équatoriale","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","32736.1"
"Données de la sécurité alimentaire","Guinée-Bissau","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","1421.3"
"Données de la sécurité alimentaire","Guyana","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","6696.8"
"Données de la sécurité alimentaire","Haïti","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","1629.4"
"Données de la sécurité alimentaire","Honduras","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","4177.6"
"Données de la sécurité alimentaire","Hongrie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","23119"
"Données de la sécurité alimentaire","Îles Marshall","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","3721"
"Données de la sécurité alimentaire","Îles Salomon","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","2137"
"Données de la sécurité alimentaire","Inde","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","5073.6"
"Données de la sécurité alimentaire","Indonésie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","9643.3"
"Données de la sécurité alimentaire","Iran (République islamique d')","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","16383.3"
"Données de la sécurité alimentaire","Iraq","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","15223.6"
"Données de la sécurité alimentaire","Irlande","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","45470.2"
"Données de la sécurité alimentaire","Islande","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","41259.8"
"Données de la sécurité alimentaire","Israël","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","31250.8"
"Données de la sécurité alimentaire","Italie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","34219.8"
"Données de la sécurité alimentaire","Jamaïque","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","8025.5"
"Données de la sécurité alimentaire","Japon","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","37148.6"
"Données de la sécurité alimentaire","Jordanie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","8756.7"
"Données de la sécurité alimentaire","Kazakhstan","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","22972.4"
"Données de la sécurité alimentaire","Kenya","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","2683"
"Données de la sécurité alimentaire","Kirghizistan","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","3120.5"
"Données de la sécurité alimentaire","Kiribati","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","1830.9"
"Données de la sécurité alimentaire","Koweït","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","74084.5"
"Données de la sécurité alimentaire","Lesotho","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","2631"
"Données de la sécurité alimentaire","Lettonie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","21563.7"
"Données de la sécurité alimentaire","l'ex-République yougoslave de Macédoine","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","11877.8"
"Données de la sécurité alimentaire","Liban","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","14400.6"
"Données de la sécurité alimentaire","Libéria","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","818.6"
"Données de la sécurité alimentaire","Libye","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","21570.3"
"Données de la sécurité alimentaire","Lituanie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","25143.9"
"Données de la sécurité alimentaire","Luxembourg","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","90656.4"
"Données de la sécurité alimentaire","Madagascar","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","1364.3"
"Données de la sécurité alimentaire","Malaisie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","23224.2"
"Données de la sécurité alimentaire","Malawi","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","1062.2"
"Données de la sécurité alimentaire","Maldives","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","13148.7"
"Données de la sécurité alimentaire","Mali","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","1793.7"
"Données de la sécurité alimentaire","Malte","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","30050.1"
"Données de la sécurité alimentaire","Maroc","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","6995.9"
"Données de la sécurité alimentaire","Maurice","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","17628.8"
"Données de la sécurité alimentaire","Mauritanie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","3565.5"
"Données de la sécurité alimentaire","Mexique","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","16385.1"
"Données de la sécurité alimentaire","Micronésie (États fédérés de)","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","3208.7"
"Données de la sécurité alimentaire","Mongolie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","10720.1"
"Données de la sécurité alimentaire","Monténégro","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","14551.4"
"Données de la sécurité alimentaire","Mozambique","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","1034.6"
"Données de la sécurité alimentaire","Myanmar","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","4457.9"
"Données de la sécurité alimentaire","Nauru","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","10078.4"
"Données de la sécurité alimentaire","Népal","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","2164"
"Données de la sécurité alimentaire","Nicaragua","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","4618.7"
"Données de la sécurité alimentaire","Niger","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","874.1"
"Données de la sécurité alimentaire","Nigéria","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","5479.1"
"Données de la sécurité alimentaire","Norvège","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","62896.3"
"Données de la sécurité alimentaire","Nouvelle-Zélande","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","33782.1"
"Données de la sécurité alimentaire","Oman","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","41924.8"
"Données de la sécurité alimentaire","Ouganda","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","1610.8"
"Données de la sécurité alimentaire","Ouzbékistan","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","5067.4"
"Données de la sécurité alimentaire","Pakistan","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","4464.1"
"Données de la sécurité alimentaire","Palaos","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","12621"
"Données de la sécurité alimentaire","Panama","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","19377.9"
"Données de la sécurité alimentaire","Papouasie-Nouvelle-Guinée","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","3282.5"
"Données de la sécurité alimentaire","Paraguay","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","8227.2"
"Données de la sécurité alimentaire","Pays-Bas","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","45191.5"
"Données de la sécurité alimentaire","Pérou","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","11430.3"
"Données de la sécurité alimentaire","Philippines","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","6306.7"
"Données de la sécurité alimentaire","Pologne","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","23555.5"
"Données de la sécurité alimentaire","Porto Rico","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","34913.6"
"Données de la sécurité alimentaire","Portugal","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","25654.6"
"Données de la sécurité alimentaire","Qatar","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","122636.9"
"Données de la sécurité alimentaire","République centrafricaine","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","593.1"
"Données de la sécurité alimentaire","République de Corée","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","32548.7"
"Données de la sécurité alimentaire","République de Moldova","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","4541.9"
"Données de la sécurité alimentaire","République démocratique du Congo","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","741.6"
"Données de la sécurité alimentaire","République démocratique populaire lao","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","5115.6"
"Données de la sécurité alimentaire","République dominicaine","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","11907.2"
"Données de la sécurité alimentaire","République-Unie de Tanzanie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","2316.4"
"Données de la sécurité alimentaire","Roumanie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","19018.9"
"Données de la sécurité alimentaire","Royaume-Uni","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","37398.8"
"Données de la sécurité alimentaire","Rwanda","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","1552.8"
"Données de la sécurité alimentaire","Sainte-Lucie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","12415.7"
"Données de la sécurité alimentaire","Saint-Kitts-et-Nevis","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","22399.1"
"Données de la sécurité alimentaire","Saint-Vincent-et-les Grenadines","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","10193.3"
"Données de la sécurité alimentaire","Samoa","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","5489.8"
"Données de la sécurité alimentaire","Sao Tomé-et-Principe","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","2785.7"
"Données de la sécurité alimentaire","Sénégal","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","2196"
"Données de la sécurité alimentaire","Serbie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","13295"
"Données de la sécurité alimentaire","Seychelles","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","23540.4"
"Données de la sécurité alimentaire","Sierra Leone","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","1655.1"
"Données de la sécurité alimentaire","Singapour","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","78896.6"
"Données de la sécurité alimentaire","Slovaquie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","26580.7"
"Données de la sécurité alimentaire","Slovénie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","27622.7"
"Données de la sécurité alimentaire","Soudan","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","4177.3"
"Données de la sécurité alimentaire","Soudan du Sud","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","1940.4"
"Données de la sécurité alimentaire","Sri Lanka","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","10238.7"
"Données de la sécurité alimentaire","Suède","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","43475.8"
"Données de la sécurité alimentaire","Suisse","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","56535.7"
"Données de la sécurité alimentaire","Suriname","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","15419.3"
"Données de la sécurité alimentaire","Tadjikistan","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","2440.6"
"Données de la sécurité alimentaire","Tchad","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","2007.1"
"Données de la sécurité alimentaire","Tchéquie (la)","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","28379.7"
"Données de la sécurité alimentaire","Territoire palestinien occupé","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","4498.3"
"Données de la sécurité alimentaire","Thaïlande","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","14771.5"
"Données de la sécurité alimentaire","Timor-Leste","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","8672.5"
"Données de la sécurité alimentaire","Togo","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","1275.2"
"Données de la sécurité alimentaire","Tonga","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","4950.7"
"Données de la sécurité alimentaire","Trinité-et-Tobago","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","31405.4"
"Données de la sécurité alimentaire","Tunisie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","10579.1"
"Données de la sécurité alimentaire","Turkménistan","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","13236"
"Données de la sécurité alimentaire","Turquie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","21650.8"
"Données de la sécurité alimentaire","Tuvalu","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","3143.1"
"Données de la sécurité alimentaire","Ukraine","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","8338.9"
"Données de la sécurité alimentaire","Uruguay","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","19270.6"
"Données de la sécurité alimentaire","Vanuatu","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","2890.2"
"Données de la sécurité alimentaire","Venezuela (République bolivarienne du)","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","17665.2"
"Données de la sécurité alimentaire","Viet Nam","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","5024.4"
"Données de la sécurité alimentaire","Yémen","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","3872.8"
"Données de la sécurité alimentaire","Zambie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","3576.7"
"Données de la sécurité alimentaire","Zimbabwe","Valeur","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","1929.8"
